"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
24,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
47,"Bachelors,","Divorced,","Sales,","Female,","50,","United-States,","<=50K"
51,"Bachelors,","Never-married,","Prof-specialty,","Male,","35,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
47,"HS-grad,","Divorced,","Other-service,","Male,","9,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","44,","United-States,",">50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","Vietnam,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","54,","?,",">50K"
31,"11th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
42,"Assoc-voc,","Divorced,","Other-service,","Female,","32,","United-States,","<=50K"
52,"5th-6th,","Married-spouse-absent,","Craft-repair,","Male,","40,","Mexico,","<=50K"
56,"HS-grad,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
26,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
81,"Some-college,","Divorced,","Adm-clerical,","Female,","20,","United-States,","<=50K"
28,"10th,","Never-married,","?,","Female,","40,","United-States,","<=50K"
57,"Some-college,","Divorced,","Prof-specialty,","Male,","48,","United-States,",">50K"
34,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
31,"10th,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
24,"Assoc-voc,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
68,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
60,"HS-grad,","Separated,","Sales,","Female,","32,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
25,"7th-8th,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
45,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
31,"Bachelors,","Separated,","Exec-managerial,","Female,","70,","United-States,","<=50K"
47,"Bachelors,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","42,","United-States,",">50K"
75,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","24,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Tech-support,","Female,","40,","Philippines,","<=50K"
20,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Sales,","Female,","50,","United-States,","<=50K"
57,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","20,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
18,"HS-grad,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
41,"Bachelors,","Separated,","Prof-specialty,","Female,","40,","United-States,","<=50K"
48,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","Dominican-Republic,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","90,","United-States,",">50K"
41,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Craft-repair,","Female,","20,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","45,","United-States,",">50K"
33,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","El-Salvador,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Sales,","Male,","65,","United-States,","<=50K"
33,"Some-college,","Divorced,","Other-service,","Female,","50,","United-States,","<=50K"
42,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","38,","United-States,",">50K"
25,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
35,"Bachelors,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
50,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","38,","United-States,",">50K"
49,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
47,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
46,"Some-college,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
42,"Assoc-acdm,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
37,"11th,","Never-married,","Transport-moving,","Male,","60,","United-States,",">50K"
25,"Bachelors,","Never-married,","Craft-repair,","Male,","40,","Mexico,","<=50K"
29,"10th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
26,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
34,"HS-grad,","Separated,","Exec-managerial,","Female,","30,","United-States,","<=50K"
33,"Assoc-acdm,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
28,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","75,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
23,"Assoc-acdm,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
46,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
38,"HS-grad,","Never-married,","Farming-fishing,","Male,","50,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
37,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
44,"Masters,","Never-married,","Prof-specialty,","Male,","42,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
45,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
17,"10th,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","36,","Portugal,",">50K"
45,"Bachelors,","Widowed,","Prof-specialty,","Female,","50,","United-States,",">50K"
37,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
55,"Masters,","Widowed,","Prof-specialty,","Female,","50,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
38,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Handlers-cleaners,","Female,","40,","Cuba,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
18,"11th,","Never-married,","Exec-managerial,","Male,","20,","United-States,","<=50K"
47,"Assoc-voc,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
25,"Some-college,","Never-married,","Prof-specialty,","Female,","8,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
23,"Some-college,","Never-married,","Adm-clerical,","Female,","24,","Vietnam,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
30,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
35,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","?,","Male,","18,","United-States,","<=50K"
29,"Some-college,","Separated,","Tech-support,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Married-spouse-absent,","Adm-clerical,","Female,","15,","United-States,","<=50K"
48,"Masters,","Divorced,","Prof-specialty,","Male,","40,","United-States,",">50K"
44,"HS-grad,","Divorced,","Transport-moving,","Male,","60,","United-States,","<=50K"
34,"9th,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
32,"Some-college,","Divorced,","Craft-repair,","Male,","40,","United-States,",">50K"
31,"Assoc-acdm,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
46,"11th,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
18,"12th,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","20,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,",">50K"
33,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
17,"10th,","Never-married,","?,","Female,","15,","United-States,","<=50K"
41,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
46,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
38,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","44,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Sales,","Male,","60,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
60,"Some-college,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
63,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
40,"HS-grad,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
45,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
49,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","50,","United-States,",">50K"
36,"HS-grad,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
65,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","8,","United-States,","<=50K"
41,"Bachelors,","Widowed,","Exec-managerial,","Male,","20,","United-States,","<=50K"
25,"Masters,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Female,","35,","United-States,","<=50K"
60,"Assoc-voc,","Widowed,","Adm-clerical,","Male,","40,","United-States,","<=50K"
17,"11th,","Never-married,","Prof-specialty,","Female,","20,","Puerto-Rico,","<=50K"
28,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Female,","16,","United-States,",">50K"
31,"Assoc-acdm,","Never-married,","Craft-repair,","Male,","50,","United-States,","<=50K"
47,"Masters,","Never-married,","Prof-specialty,","Female,","35,","United-States,","<=50K"
45,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","45,","United-States,","<=50K"
51,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Exec-managerial,","Female,","60,","United-States,",">50K"
34,"HS-grad,","Never-married,","Exec-managerial,","Male,","50,","United-States,","<=50K"
19,"Some-college,","Never-married,","Prof-specialty,","Male,","10,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
30,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","40,","China,",">50K"
37,"10th,","Married-civ-spouse,","Farming-fishing,","Male,","35,","Mexico,","<=50K"
56,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
29,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","45,","United-States,","<=50K"
46,"Masters,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
55,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
45,"Bachelors,","Divorced,","Sales,","Male,","48,","United-States,",">50K"
34,"HS-grad,","Married-spouse-absent,","Handlers-cleaners,","Male,","40,","Guatemala,","<=50K"
45,"9th,","Separated,","?,","Male,","40,","United-States,","<=50K"
41,"Bachelors,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","?,","Male,","20,","United-States,","<=50K"
34,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
27,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
29,"Some-college,","Never-married,","Handlers-cleaners,","Male,","37,","United-States,","<=50K"
19,"12th,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
47,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
52,"Assoc-voc,","Separated,","Exec-managerial,","Female,","60,","United-States,","<=50K"
33,"Assoc-acdm,","Divorced,","Sales,","Male,","60,","United-States,","<=50K"
29,"9th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
43,"5th-6th,","Never-married,","Machine-op-inspct,","Female,","40,","Mexico,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
47,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
26,"HS-grad,","Never-married,","Adm-clerical,","Male,","60,","United-States,","<=50K"
58,"Some-college,","Never-married,","Prof-specialty,","Female,","55,","United-States,","<=50K"
47,"Prof-school,","Divorced,","Prof-specialty,","Male,","50,","United-States,",">50K"
55,"Bachelors,","Never-married,","Tech-support,","Female,","38,","United-States,","<=50K"
26,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
19,"11th,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
63,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
42,"Bachelors,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
76,"9th,","Married-civ-spouse,","Protective-serv,","Male,","13,","United-States,","<=50K"
23,"Assoc-voc,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
38,"5th-6th,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
33,"Masters,","Never-married,","Prof-specialty,","Male,","30,","Japan,","<=50K"
48,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
56,"Some-college,","Divorced,","Transport-moving,","Male,","40,","United-States,",">50K"
32,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
44,"Some-college,","Divorced,","Prof-specialty,","Female,","25,","United-States,","<=50K"
27,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
33,"Some-college,","Never-married,","Exec-managerial,","Male,","50,","United-States,","<=50K"
22,"5th-6th,","Never-married,","Handlers-cleaners,","Male,","40,","Mexico,","<=50K"
18,"Some-college,","Never-married,","?,","Female,","20,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
34,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
57,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","Cuba,","<=50K"
59,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
33,"Some-college,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
52,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","49,","Mexico,","<=50K"
17,"12th,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
29,"HS-grad,","Never-married,","Other-service,","Male,","30,","Canada,","<=50K"
63,"Bachelors,","Married-civ-spouse,","Sales,","Male,","30,","United-States,",">50K"
20,"Some-college,","Never-married,","Handlers-cleaners,","Male,","24,","United-States,","<=50K"
42,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
50,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Priv-house-serv,","Female,","30,","United-States,","<=50K"
27,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Female,","25,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,","<=50K"
55,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Some-college,","Never-married,","Protective-serv,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
55,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
48,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
30,"7th-8th,","Separated,","Farming-fishing,","Male,","45,","Mexico,","<=50K"
32,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
52,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","48,","United-States,","<=50K"
52,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
39,"HS-grad,","Separated,","Sales,","Female,","47,","United-States,","<=50K"
57,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
21,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Male,","10,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
44,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
42,"Some-college,","Divorced,","Adm-clerical,","Female,","30,","United-States,","<=50K"
40,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","43,","United-States,","<=50K"
22,"11th,","Never-married,","Craft-repair,","Male,","45,","United-States,","<=50K"
62,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
44,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
18,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
33,"1st-4th,","Married-spouse-absent,","Craft-repair,","Male,","40,","Mexico,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
18,"11th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
32,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
33,"Doctorate,","Never-married,","Prof-specialty,","Female,","60,","United-States,",">50K"
20,"Some-college,","Never-married,","Prof-specialty,","Male,","15,","United-States,","<=50K"
68,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","20,","United-States,","<=50K"
61,"7th-8th,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
48,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
45,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
32,"HS-grad,","Never-married,","Other-service,","Female,","32,","United-States,","<=50K"
35,"Bachelors,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
30,"Some-college,","Separated,","Sales,","Female,","16,","United-States,","<=50K"
37,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","?,","<=50K"
40,"Bachelors,","Divorced,","Protective-serv,","Male,","45,","United-States,","<=50K"
25,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","Jamaica,","<=50K"
41,"HS-grad,","Never-married,","Sales,","Female,","60,","United-States,","<=50K"
52,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","98,","United-States,",">50K"
33,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
53,"Some-college,","Married-civ-spouse,","Sales,","Male,","55,","United-States,","<=50K"
44,"1st-4th,","Never-married,","Other-service,","Male,","10,","United-States,","<=50K"
35,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
38,"Some-college,","Divorced,","Craft-repair,","Male,","58,","Poland,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
33,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
24,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","45,","United-States,","<=50K"
65,"HS-grad,","Widowed,","Other-service,","Female,","25,","United-States,","<=50K"
29,"Assoc-acdm,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
39,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","65,","United-States,",">50K"
46,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
37,"7th-8th,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
47,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","47,","United-States,",">50K"
62,"Some-college,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
90,"Some-college,","Never-married,","Other-service,","Male,","35,","United-States,","<=50K"
33,"Assoc-acdm,","Married-spouse-absent,","Craft-repair,","Male,","20,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
52,"Bachelors,","Married-spouse-absent,","Other-service,","Male,","50,","United-States,","<=50K"
21,"Some-college,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Other-service,","Male,","18,","United-States,","<=50K"
39,"Masters,","Married-civ-spouse,","Transport-moving,","Male,","40,","Poland,","<=50K"
59,"HS-grad,","Widowed,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,","<=50K"
49,"7th-8th,","Never-married,","Prof-specialty,","Male,","45,","United-States,","<=50K"
34,"9th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","Puerto-Rico,","<=50K"
39,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
46,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
34,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
28,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","55,","United-States,","<=50K"
18,"12th,","Never-married,","Sales,","Female,","24,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Sales,","Male,","30,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
55,"Assoc-voc,","Widowed,","Exec-managerial,","Female,","38,","United-States,","<=50K"
22,"Some-college,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
60,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
40,"10th,","Divorced,","Craft-repair,","Male,","50,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","30,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Exec-managerial,","Female,","35,","Canada,","<=50K"
57,"HS-grad,","Widowed,","Transport-moving,","Female,","40,","United-States,","<=50K"
52,"11th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
42,"7th-8th,","Widowed,","Craft-repair,","Male,","40,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
